,content,score,appVersion,content_process,result,sentiment,proba
6270,Terimakasih danamon berkat aplikasi ini dapat mempermudah saya dalam bertransaksi tanpa harus keluar rmh lebih aman & cepat.,5,1.1.1,terimakasih danamon berkat aplikasi ini dapat mempermudah saya dalam bertransaksi tanpa harus keluar rmh lebih aman   cepat ,"[{'label': 'positive', 'score': 0.9961315393447876}]",positive,0.9961315393447876
6271,bagus,5,1.1.3,bagus,"[{'label': 'positive', 'score': 0.9980973601341248}]",positive,0.9980973601341248
6272,"Sangat berguna dan membantu pa lagi di zaman covid seperti ini,,trima kasih danamon",5,1.1.3,sangat berguna dan membantu pa lagi di zaman covid seperti ini  trima kasih danamon,"[{'label': 'positive', 'score': 0.9937447905540466}]",positive,0.9937447905540466
6273,D-Bank PRO sangat membatu,5,1.1.3,d bank pro sangat membatu,"[{'label': 'positive', 'score': 0.97227942943573}]",positive,0.97227942943573
6274,"Aplikasi sangat lengkap, dan mudah untuk digunakan. DANAMON mantap...",5,1.1.3,aplikasi sangat lengkap  dan mudah untuk digunakan  danamon mantap   ,"[{'label': 'positive', 'score': 0.9992019534111023}]",positive,0.9992019534111023
6275,Sangat complete dan mudah digunakan,5,1.1.3,sangat complete dan mudah digunakan,"[{'label': 'positive', 'score': 0.9984855055809021}]",positive,0.9984855055809021
6276,👍👍👍👍,4,1.1.3,    ,"[{'label': 'positive', 'score': 0.9850698113441467}]",positive,0.9850698113441467
6277,Saya sangat puas dengan aplikasi ini bisa membantu saya buat transaksi drmah,5,1.1.3,saya sangat puas dengan aplikasi ini bisa membantu saya buat transaksi drmah,"[{'label': 'positive', 'score': 0.9985068440437317}]",positive,0.9985068440437317
6278,Mantap,5,1.1.3,mantap,"[{'label': 'positive', 'score': 0.9991832375526428}]",positive,0.9991832375526428
6279,Keren fiturnya lengkap,5,1.1.1,keren fiturnya lengkap,"[{'label': 'positive', 'score': 0.9989039897918701}]",positive,0.9989039897918701
6280,aplikasi keren... semua ada disini,5,1.1.3,aplikasi keren    semua ada disini,"[{'label': 'positive', 'score': 0.9973825812339783}]",positive,0.9973825812339783
6281,"Lebih lengkap, bisa semu transaksi",5,1.1.3,lebih lengkap  bisa semu transaksi,"[{'label': 'neutral', 'score': 0.9904243350028992}]",neutral,0.9904243350028992
6282,Jauh Lebih baik dari versi sebelumnya,5,1.1.3,jauh lebih baik dari versi sebelumnya,"[{'label': 'positive', 'score': 0.9754026532173157}]",positive,0.9754026532173157
6283,Aplikasiny Mantap dan Sangat membantu,5,1.1.3,aplikasiny mantap dan sangat membantu,"[{'label': 'positive', 'score': 0.9990474581718445}]",positive,0.9990474581718445
6284,Kenapa saat masukan no pin ATM ga bisa,1,1.1.3,kenapa saat masukan no pin atm ga bisa,"[{'label': 'neutral', 'score': 0.9744467735290527}]",neutral,0.9744467735290527
6285,Aplikasi apa ini saya mau tf isi pulsa data kok gak bisa lewat sini error muluk,1,1.1.3,aplikasi apa ini saya mau tf isi pulsa data kok gak bisa lewat sini error muluk,"[{'label': 'negative', 'score': 0.9912153482437134}]",negative,0.9912153482437134
6286,mbnking sangat bagus,5,1.1.3,mbnking sangat bagus,"[{'label': 'positive', 'score': 0.9988607168197632}]",positive,0.9988607168197632
6287,Aplikasi yg keren n efesien,5,1.1.3,aplikasi yg keren n efesien,"[{'label': 'positive', 'score': 0.9984897375106812}]",positive,0.9984897375106812
6288,Mudah digunakan dan tidak ribet,5,1.1.3,mudah digunakan dan tidak ribet,"[{'label': 'positive', 'score': 0.9953278303146362}]",positive,0.9953278303146362
6289,"Akhirnya mbanking danamon sama juga dg bank tetangga, begitu login gag langsung keliatan saldo. Dan fiturnya lebih lengkap, mantap D Bank Pro 👍👍👍",5,1.1.3,akhirnya mbanking danamon sama juga dg bank tetangga  begitu login gag langsung keliatan saldo  dan fiturnya lebih lengkap  mantap d bank pro    ,"[{'label': 'positive', 'score': 0.9982105493545532}]",positive,0.9982105493545532
6290,Mobile banking terbaik 😘,5,,mobile banking terbaik  ,"[{'label': 'positive', 'score': 0.9798846244812012}]",positive,0.9798846244812012
6291,"Thank danamon semoga kedepannya makin bagus aplikasi nya ya, dan semoga next sudah bisa scan qris",5,1.1.3,thank danamon semoga kedepannya makin bagus aplikasi nya ya  dan semoga next sudah bisa scan qris,"[{'label': 'positive', 'score': 0.97944575548172}]",positive,0.97944575548172
6292,"Teknologi semakin maju, tapi aplikasi nya semakin mundur... Saya lebih nyaman pakai apk yg dulu, lebih jelas dan gampang, menurut saya yg sekarang bahkan jauh lebih jelek... Lucunya semakin kesini semakin jelek 😂",1,1.1.3,teknologi semakin maju  tapi aplikasi nya semakin mundur    saya lebih nyaman pakai apk yg dulu  lebih jelas dan gampang  menurut saya yg sekarang bahkan jauh lebih jelek    lucunya semakin kesini semakin jelek  ,"[{'label': 'negative', 'score': 0.9971116781234741}]",negative,0.9971116781234741
6293,Aplikasi mantap & bagus bangeett,5,1.1.3,aplikasi mantap   bagus bangeett,"[{'label': 'positive', 'score': 0.9993535876274109}]",positive,0.9993535876274109
6294,"tolong ini kenapa setiap mau masuk aplikasi eror, udh instal berapa kali tetap aja gtuu",1,,tolong ini kenapa setiap mau masuk aplikasi eror  udh instal berapa kali tetap aja gtuu,"[{'label': 'negative', 'score': 0.9973795413970947}]",negative,0.9973795413970947
6295,"Min kalo udah daftar harus kah download apk yg ini juga?????? Kasih bintang 2 dulu, kalo bisa daftar nanti tambah 3 bintang lagi..",2,,min kalo udah daftar harus kah download apk yg ini juga       kasih bintang   dulu  kalo bisa daftar nanti tambah   bintang lagi  ,"[{'label': 'neutral', 'score': 0.9945297837257385}]",neutral,0.9945297837257385
6296,"Susahnya minta ampun login bank danamon,,ko bank yg lain ga ky gini ribetnya,wktu apk yg dulu enak tuh lancar,dah ah bkin pusing",1,1.1.3,susahnya minta ampun login bank danamon  ko bank yg lain ga ky gini ribetnya wktu apk yg dulu enak tuh lancar dah ah bkin pusing,"[{'label': 'negative', 'score': 0.9973134398460388}]",negative,0.9973134398460388
6297,Jauh lebih baik aplikasi sebelumnya. Yg ini ribet. Keluar masuk dan minta daftae ulang.tq,1,1.1.3,jauh lebih baik aplikasi sebelumnya  yg ini ribet  keluar masuk dan minta daftae ulang tq,"[{'label': 'negative', 'score': 0.9961658716201782}]",negative,0.9961658716201782
6298,luar biasa sangat membantu,5,,luar biasa sangat membantu,"[{'label': 'positive', 'score': 0.9982628226280212}]",positive,0.9982628226280212
6299,Gak guna error' terus aplikasinya,1,1.1.3,gak guna error' terus aplikasinya,"[{'label': 'negative', 'score': 0.9846014976501465}]",negative,0.9846014976501465
6300,Jelek bgt... Terlalu lama klo mau transaksi,1,1.1.3,jelek bgt    terlalu lama klo mau transaksi,"[{'label': 'negative', 'score': 0.9993792772293091}]",negative,0.9993792772293091
6301,"Katanya id terkunci,, sudah chat ko gk ada balesan,,,ini gmna?????¿¿?????????????????????????",1,,katanya id terkunci   sudah chat ko gk ada balesan   ini gmna                                ,"[{'label': 'negative', 'score': 0.9581109285354614}]",negative,0.9581109285354614
6302,Oke,5,,oke,"[{'label': 'positive', 'score': 0.7234290838241577}]",positive,0.7234290838241577
6303,Aplikasinya lemot dan tidak bisa dibuka,1,1.1.3,aplikasinya lemot dan tidak bisa dibuka,"[{'label': 'negative', 'score': 0.9991719722747803}]",negative,0.9991719722747803
6304,Sudah 2 hari tidak bisa cuma titik titik saja bergerak muter2 gimana ya,2,1.1.3,sudah   hari tidak bisa cuma titik titik saja bergerak muter  gimana ya,"[{'label': 'negative', 'score': 0.9942964911460876}]",negative,0.9942964911460876
6305,Bagus,5,,bagus,"[{'label': 'positive', 'score': 0.9980973601341248}]",positive,0.9980973601341248
6306,Cashback lama masuknya,2,1.1.3,cashback lama masuknya,"[{'label': 'negative', 'score': 0.9987863898277283}]",negative,0.9987863898277283
6307,min saya baru unintall mas8h belum bisa masuk,5,1.1.3,min saya baru unintall mas h belum bisa masuk,"[{'label': 'neutral', 'score': 0.99183589220047}]",neutral,0.99183589220047
6308,👍👍👍,5,1.1.3,   ,"[{'label': 'positive', 'score': 0.9345219135284424}]",positive,0.9345219135284424
6309,paling enak itu bri bca masuk dasbor langsung liat menu tranksaksi uang masuk uang keluar lah ini mau nyari mutasi aja ribet minta ampun,4,1.1.3,paling enak itu bri bca masuk dasbor langsung liat menu tranksaksi uang masuk uang keluar lah ini mau nyari mutasi aja ribet minta ampun,"[{'label': 'negative', 'score': 0.8781356811523438}]",negative,0.8781356811523438
6310,"Pas mau masuk akun kenapa aplikasinya loading terus sampe berjam jam,",1,1.1.3,pas mau masuk akun kenapa aplikasinya loading terus sampe berjam jam ,"[{'label': 'negative', 'score': 0.9944802522659302}]",negative,0.9944802522659302
6311,"Ribet, setiap mau login harus verifikasi dulu. Jadi kalau 1 Hari mau login 10 kali, 10 kali juga verifikasi kode. Masih bagus aplikasi yang lama",2,1.1.3,ribet  setiap mau login harus verifikasi dulu  jadi kalau   hari mau login    kali     kali juga verifikasi kode  masih bagus aplikasi yang lama,"[{'label': 'negative', 'score': 0.9688985347747803}]",negative,0.9688985347747803
6312,bagus,5,,bagus,"[{'label': 'positive', 'score': 0.9980973601341248}]",positive,0.9980973601341248
6313,Baru download udah gak bisa di gunain masak bru buka udah muncul tanda seru,1,1.1.3,baru download udah gak bisa di gunain masak bru buka udah muncul tanda seru,"[{'label': 'negative', 'score': 0.6845250725746155}]",negative,0.6845250725746155
6314,Ko gak bisa tf ya dari kemaren di coba2 gak bisa tf ya percuma pake m bengking juga gak bisa tf nya,1,1.1.3,ko gak bisa tf ya dari kemaren di coba  gak bisa tf ya percuma pake m bengking juga gak bisa tf nya,"[{'label': 'negative', 'score': 0.9987894892692566}]",negative,0.9987894892692566
6315,Di iklan bisa dpt 500 ribu taunya gak ada.udah gitu lemot banget dan ribet,1,1.1.3,di iklan bisa dpt     ribu taunya gak ada udah gitu lemot banget dan ribet,"[{'label': 'negative', 'score': 0.9993614554405212}]",negative,0.9993614554405212
6316,"Aplikasi gak mutu, biaya transfer lebih mahal dari yang Laen.",1,1.1.3,aplikasi gak mutu  biaya transfer lebih mahal dari yang laen ,"[{'label': 'negative', 'score': 0.99916672706604}]",negative,0.99916672706604
6317,Sekali daftar dalam 1 genggaman tangan... cepet prosesnya...lgnsg buat transfer mengunakan d bank pro... Mantap... Klu kartu ATM ketinggalan bisa tarik tunai tanpa kartu tggl klik...thanks Danamon,5,1.1.3,sekali daftar dalam   genggaman tangan    cepet prosesnya   lgnsg buat transfer mengunakan d bank pro    mantap    klu kartu atm ketinggalan bisa tarik tunai tanpa kartu tggl klik   thanks danamon,"[{'label': 'positive', 'score': 0.9926124811172485}]",positive,0.9926124811172485
6318,"Kalo buat saya sih yang dulu memakai aplikasi yg lama, saya rasa aplikasi ini sudah jauh lebih baik, ga ribet harus keluar masuk sampe ke browser......cuma memang kalo mau dibandingkan dengan aplikasi bank ""si biru"" memang aplikasi ini kalah praktis.....perlu pembenahan dikit2 lah di sana sini, fighting bank danamon !!!",4,1.1.3,kalo buat saya sih yang dulu memakai aplikasi yg lama  saya rasa aplikasi ini sudah jauh lebih baik  ga ribet harus keluar masuk sampe ke browser      cuma memang kalo mau dibandingkan dengan aplikasi bank  si biru  memang aplikasi ini kalah praktis     perlu pembenahan dikit  lah di sana sini  fighting bank danamon    ,"[{'label': 'negative', 'score': 0.9180608987808228}]",negative,0.9180608987808228
6319,Lumayan,4,,lumayan,"[{'label': 'positive', 'score': 0.9958784580230713}]",positive,0.9958784580230713
6320,Aplikasi lemot... Mungkin perlu di tingkatkan efisiensi interface dan kemudahan loading data nasabah,2,1.1.3,aplikasi lemot    mungkin perlu di tingkatkan efisiensi interface dan kemudahan loading data nasabah,"[{'label': 'neutral', 'score': 0.9742130041122437}]",neutral,0.9742130041122437
6321,"di iklan , katantya regritasi bukin akun atm dapat 500k mana gak ada 😁😭😭😭😭 mimpi",2,1.1.3,di iklan   katantya regritasi bukin akun atm dapat    k mana gak ada       mimpi,"[{'label': 'neutral', 'score': 0.9990324974060059}]",neutral,0.9990324974060059
6322,Opsi terbaik..tidak merepotkan saat tarik tunai jika lupa bawa kartu... terbaaaaaaiiiiik👍👍👍👍,5,1.1.3,opsi terbaik  tidak merepotkan saat tarik tunai jika lupa bawa kartu    terbaaaaaaiiiiik    ,"[{'label': 'positive', 'score': 0.9978645443916321}]",positive,0.9978645443916321
6323,Kenapa beberapa hari ini tidak bisa dibuka? Sistem mengalami gangguan terus,4,1.1.3,kenapa beberapa hari ini tidak bisa dibuka  sistem mengalami gangguan terus,"[{'label': 'negative', 'score': 0.9852950572967529}]",negative,0.9852950572967529
6324,Bintang 1 mungkin cukup untuk bank danamon...!!!! Awas pengguna bank danamon..jangan kalian pake transaksi game online..nanti rekening di bekukan...bank paling aneh .menurut saya.,1,,bintang   mungkin cukup untuk bank danamon        awas pengguna bank danamon  jangan kalian pake transaksi game online  nanti rekening di bekukan   bank paling aneh  menurut saya ,"[{'label': 'negative', 'score': 0.9915794134140015}]",negative,0.9915794134140015
6325,Mantap aplikasinya,5,1.1.3,mantap aplikasinya,"[{'label': 'positive', 'score': 0.9993389248847961}]",positive,0.9993389248847961
6326,Ga bisa kebuka layanan tidak tersedia,4,1.1.3,ga bisa kebuka layanan tidak tersedia,"[{'label': 'negative', 'score': 0.9971083998680115}]",negative,0.9971083998680115
6327,"Saya top up gopay ,, driver masuk ke castamer terus,, masih belum canggih",5,1.1.3,saya top up gopay    driver masuk ke castamer terus   masih belum canggih,"[{'label': 'neutral', 'score': 0.9941872358322144}]",neutral,0.9941872358322144
6328,Aplikasi susah dibuka,1,1.1.3,aplikasi susah dibuka,"[{'label': 'negative', 'score': 0.999178946018219}]",negative,0.999178946018219
6329,Perasaan sya udh bikin akun. Kq gak bsa login. Masa harus daftar lgi... Gmna ini?? Trus mau daftar masa harus pke PIN jdi tkut,2,1.1.3,perasaan sya udh bikin akun  kq gak bsa login  masa harus daftar lgi    gmna ini   trus mau daftar masa harus pke pin jdi tkut,"[{'label': 'neutral', 'score': 0.983932614326477}]",neutral,0.983932614326477
6330,Makin bagus,5,,makin bagus,"[{'label': 'positive', 'score': 0.9875205755233765}]",positive,0.9875205755233765
6331,Saya kasih 1bintang dulu soalnya pas donwload kok susah di buka yahh padahal sinyal bagus,1,1.1.3,saya kasih  bintang dulu soalnya pas donwload kok susah di buka yahh padahal sinyal bagus,"[{'label': 'neutral', 'score': 0.7710718512535095}]",neutral,0.7710718512535095
6332,Udah beberapa hari g bisa di buka,1,1.1.3,udah beberapa hari g bisa di buka,"[{'label': 'neutral', 'score': 0.9817075729370117}]",neutral,0.9817075729370117
6333,Kurang cucok dng danamon yg skr.,2,1.1.2,kurang cucok dng danamon yg skr ,"[{'label': 'negative', 'score': 0.985539436340332}]",negative,0.985539436340332
6334,Tidak bisa masuk ke aplikasi D-bank padahal baru daftar..mohon bantuannya agar saya bs menggunakan fasilitas dari aplikasinya,2,1.1.3,tidak bisa masuk ke aplikasi d bank padahal baru daftar  mohon bantuannya agar saya bs menggunakan fasilitas dari aplikasinya,"[{'label': 'neutral', 'score': 0.9987583160400391}]",neutral,0.9987583160400391
6335,Bagus banget pokoknya dah..,5,1.1.3,bagus banget pokoknya dah  ,"[{'label': 'positive', 'score': 0.9991331696510315}]",positive,0.9991331696510315
6336,Kanapa pas login kok gk bisa tulisan nya login id sudah tidak aktif,1,,kanapa pas login kok gk bisa tulisan nya login id sudah tidak aktif,"[{'label': 'neutral', 'score': 0.6599369049072266}]",neutral,0.6599369049072266
6337,tolong bantu saya udh nyerah tlp hallo danamon pls 35rb abis ga ada 1 jam.. kalo kartu debit hilang baru arah kan ke hallo danamon. semoga ada manfaat nya,5,1.1.3,tolong bantu saya udh nyerah tlp hallo danamon pls   rb abis ga ada   jam   kalo kartu debit hilang baru arah kan ke hallo danamon  semoga ada manfaat nya,"[{'label': 'neutral', 'score': 0.6253350973129272}]",neutral,0.6253350973129272
6338,"App yg baru ribet,,saya gx bisa trnsfr gx semudah app yg lama,mohon di perbaik,,",1,1.1.2,app yg baru ribet  saya gx bisa trnsfr gx semudah app yg lama mohon di perbaik  ,"[{'label': 'negative', 'score': 0.8664060831069946}]",negative,0.8664060831069946
6339,Kembali ke app D-Bank versi lama setelah ID D-Bank Pro terblokir.,2,1.1.3,kembali ke app d bank versi lama setelah id d bank pro terblokir ,"[{'label': 'neutral', 'score': 0.9990034699440002}]",neutral,0.9990034699440002
6340,"Password dari dulu itu-itu aja, tapi salah. Diblok akhirnya ID nya. Kumaha sih??? Teu jelas!!!",1,1.1.3,password dari dulu itu itu aja  tapi salah  diblok akhirnya id nya  kumaha sih    teu jelas   ,"[{'label': 'negative', 'score': 0.975752055644989}]",negative,0.975752055644989
6341,"Bagus fitur yang ada didalemnya tapi untuk perangkat yang pake custom rom disebut pake root meskipun gak di root ,jadi aplikasinya nya gak berguna",1,1.1.3,bagus fitur yang ada didalemnya tapi untuk perangkat yang pake custom rom disebut pake root meskipun gak di root  jadi aplikasinya nya gak berguna,"[{'label': 'negative', 'score': 0.9794363379478455}]",negative,0.9794363379478455
6342,Selamat siang bpk/.ibu...saya mendapatkan undang whatsap...untuk mendapatkan uang tunai dari aplijasi ....dan saya perna menjadi MEMBER BANK DANAMON...yg saya mau tanyakan..APAKAH MASIH TERDAFTAR DATA2 SAYA..BAYU PERMANA ..JL WR.SUPRATMAN KAMPUNG .UTAN CIPUTAT,5,,selamat siang bpk  ibu   saya mendapatkan undang whatsap   untuk mendapatkan uang tunai dari aplijasi     dan saya perna menjadi member bank danamon   yg saya mau tanyakan  apakah masih terdaftar data  saya  bayu permana   jl wr supratman kampung  utan ciputat,"[{'label': 'neutral', 'score': 0.9981435537338257}]",neutral,0.9981435537338257
6343,Agak ribet menurut ku mau bayar kartu kridit GK muncul nomonal GK kaya aplikasi yg lama gak simpel,1,1.1.3,agak ribet menurut ku mau bayar kartu kridit gk muncul nomonal gk kaya aplikasi yg lama gak simpel,"[{'label': 'negative', 'score': 0.9969432950019836}]",negative,0.9969432950019836
6344,Seneng baru bisa menggunakan aplikasi ini,5,1.1.3,seneng baru bisa menggunakan aplikasi ini,"[{'label': 'neutral', 'score': 0.8072892427444458}]",neutral,0.8072892427444458
6345,"Saya pake DBank aman aman aja, sekarang pake Dpro jadi keblokir deh, ga bisa login, ID terkunci, udah hub hello danamon mau login lg tetep susah bangett",1,,saya pake dbank aman aman aja  sekarang pake dpro jadi keblokir deh  ga bisa login  id terkunci  udah hub hello danamon mau login lg tetep susah bangett,"[{'label': 'negative', 'score': 0.994927167892456}]",negative,0.994927167892456
6346,Pake ini malah ga bs login. Tp pakai yg lama bs login. Apa perlu daftar lg?,2,1.1.3,pake ini malah ga bs login  tp pakai yg lama bs login  apa perlu daftar lg ,"[{'label': 'negative', 'score': 0.9807063341140747}]",negative,0.9807063341140747
6347,"Ktnya dpet 500rb untuk pembuka akun baru ,, tapi ga ada",1,1.1.3,ktnya dpet    rb untuk pembuka akun baru    tapi ga ada,"[{'label': 'neutral', 'score': 0.9956017732620239}]",neutral,0.9956017732620239
6348,"Kalu mau cari consumen itu jujur aja jangan mau nipu, katanya dapet uang 200rb setelah nunggu 1minggu dan kalu mau transfer ke bank lain gratis eeekkk biaya lebih besar 7500 adm nya!!!!!!!!",1,,kalu mau cari consumen itu jujur aja jangan mau nipu  katanya dapet uang    rb setelah nunggu  minggu dan kalu mau transfer ke bank lain gratis eeekkk biaya lebih besar      adm nya        ,"[{'label': 'negative', 'score': 0.9972764849662781}]",negative,0.9972764849662781
6349,"Kenapa tidk bisa kirim uang ya,saya sangat kecewa",1,,kenapa tidk bisa kirim uang ya saya sangat kecewa,"[{'label': 'negative', 'score': 0.9992309808731079}]",negative,0.9992309808731079
6350,Susah loogin gara2 menyetel waktu,1,1.1.3,susah loogin gara  menyetel waktu,"[{'label': 'negative', 'score': 0.999194324016571}]",negative,0.999194324016571
6351,"Saya buka secara online maupun offline tapi di tolak, karena saya tunanetra. Tetap saja ada perbedaan. Sungguh kecewaaaaaa.",1,,saya buka secara online maupun offline tapi di tolak  karena saya tunanetra  tetap saja ada perbedaan  sungguh kecewaaaaaa ,"[{'label': 'negative', 'score': 0.9993138313293457}]",negative,0.9993138313293457
6352,"Aplikasi ribet, kurang efisien.",1,1.1.3,aplikasi ribet  kurang efisien ,"[{'label': 'negative', 'score': 0.9994028806686401}]",negative,0.9994028806686401
6353,Mana katanya mau kasih 200rb setelah buka tabungan !?? Penipu lah,1,1.1.3,mana katanya mau kasih    rb setelah buka tabungan     penipu lah,"[{'label': 'negative', 'score': 0.8472362160682678}]",negative,0.8472362160682678
6354,Saya tidak bisa login padahal email dan password sudah benar,1,1.1.3,saya tidak bisa login padahal email dan password sudah benar,"[{'label': 'neutral', 'score': 0.9961642026901245}]",neutral,0.9961642026901245
6355,Setiap masuk selalu ngak bisa padahal pas di teller login bisa. Nyampe rumah ko ngak bisa2 login. Hadeuh. Bingung saya nya.,2,,setiap masuk selalu ngak bisa padahal pas di teller login bisa  nyampe rumah ko ngak bisa  login  hadeuh  bingung saya nya ,"[{'label': 'negative', 'score': 0.9968296885490417}]",negative,0.9968296885490417
6356,Ok,5,1.1.3,ok,"[{'label': 'negative', 'score': 0.998392641544342}]",negative,0.998392641544342
6357,"Baru daftar selesai vc d rekomendasi masuk dbank pro sesuai email terdftr tdk bsa masuk login kterangan hubungi blablabla.. Masukan buat dev dbank,jk d awal sulit gmn kdepannya..? Slhkn bandingkan dgn yg lain terima kasih",1,1.1.3,baru daftar selesai vc d rekomendasi masuk dbank pro sesuai email terdftr tdk bsa masuk login kterangan hubungi blablabla   masukan buat dev dbank jk d awal sulit gmn kdepannya    slhkn bandingkan dgn yg lain terima kasih,"[{'label': 'neutral', 'score': 0.8042527437210083}]",neutral,0.8042527437210083
6358,Gak bisa2 download aplikasi ini😭,1,,gak bisa  download aplikasi ini ,"[{'label': 'neutral', 'score': 0.9980518817901611}]",neutral,0.9980518817901611
6359,"ini perbaikannya sampe kapan, saya mau transfer tmn saya, dya lagi butuh 🙄🙄🙄",2,1.1.3,ini perbaikannya sampe kapan  saya mau transfer tmn saya  dya lagi butuh    ,"[{'label': 'negative', 'score': 0.7643197774887085}]",negative,0.7643197774887085
6360,"wakil di rektur danamo memundurkan diri ada apa ya dgn Danamon?? mereka saja Uda keluar dari Danamon.. truss kita masih mau di bodohi?? Apknya gak bisa login,.. dan banyak bacotnya anying...",1,,wakil di rektur danamo memundurkan diri ada apa ya dgn danamon   mereka saja uda keluar dari danamon   truss kita masih mau di bodohi   apknya gak bisa login    dan banyak bacotnya anying   ,"[{'label': 'negative', 'score': 0.9983208775520325}]",negative,0.9983208775520325
6361,Kenapa tidak bisa login...dan terus bilng waktu tidak sama dngn system😒 tolong pihak danamond...ini gimna..saya mau cek mutasi tpi gk bisa,2,1.1.3,kenapa tidak bisa login   dan terus bilng waktu tidak sama dngn system  tolong pihak danamond   ini gimna  saya mau cek mutasi tpi gk bisa,"[{'label': 'neutral', 'score': 0.7020628452301025}]",neutral,0.7020628452301025
6362,Baru pake aplikasi 1 hari udah gak bisa login gmn sih ini buat apa M.mbking klw gitu .. mau nabung jadi ragu klw gini ..,5,1.1.3,baru pake aplikasi   hari udah gak bisa login gmn sih ini buat apa m mbking klw gitu    mau nabung jadi ragu klw gini   ,"[{'label': 'negative', 'score': 0.995649516582489}]",negative,0.995649516582489
6363,Loding lama disingkat lola,1,1.1.3,loding lama disingkat lola,"[{'label': 'negative', 'score': 0.9942654967308044}]",negative,0.9942654967308044
6364,"Mohon solusinya min, saya tidak bisa login diketerangannya pengaturan waktu tidak sesuai dgn sistem . Kira2 apanya yg harus diubah? Temkasih..",2,1.1.3,mohon solusinya min  saya tidak bisa login diketerangannya pengaturan waktu tidak sesuai dgn sistem   kira  apanya yg harus diubah  temkasih  ,"[{'label': 'neutral', 'score': 0.9867784976959229}]",neutral,0.9867784976959229
6365,Ga jelas password dah bener tp pemberitahuan nya akun terkunci,1,1.1.3,ga jelas password dah bener tp pemberitahuan nya akun terkunci,"[{'label': 'negative', 'score': 0.9290226101875305}]",negative,0.9290226101875305
6366,"Bank BCA, bank syariah mandiri, bank BRI Syariah ko ga ada",3,1.1.2,bank bca  bank syariah mandiri  bank bri syariah ko ga ada,"[{'label': 'neutral', 'score': 0.9990083575248718}]",neutral,0.9990083575248718
6367,Mantap,5,1.1.3,mantap,"[{'label': 'positive', 'score': 0.9991832375526428}]",positive,0.9991832375526428
6368,Tidak bisa Login . Kayakya DataBasenya tidak dipindahkan dari Aplikasi lama ke yg baru,1,1.1.3,tidak bisa login   kayakya databasenya tidak dipindahkan dari aplikasi lama ke yg baru,"[{'label': 'neutral', 'score': 0.9603057503700256}]",neutral,0.9603057503700256
6369,"Yang bilang aplikasi ini lelet gak bisa dibuka,coba ganti hapenya,untuk masalah tiap login masukan pasword itu adalah bagian dari keamanan,karena kadang seseorang lupa selesai transaksi langsung tutup tanpa klik log out terlebih dahulu. Walaupun saya pernah mengalami transaksi berhasil tapi uang tidak sampai ke penerima tapi dana dikembalikan setelah saya melakukan pengaduan. Mantap D-Bank PRO semudah membuka SMS.",5,1.1.3,yang bilang aplikasi ini lelet gak bisa dibuka coba ganti hapenya untuk masalah tiap login masukan pasword itu adalah bagian dari keamanan karena kadang seseorang lupa selesai transaksi langsung tutup tanpa klik log out terlebih dahulu  walaupun saya pernah mengalami transaksi berhasil tapi uang tidak sampai ke penerima tapi dana dikembalikan setelah saya melakukan pengaduan  mantap d bank pro semudah membuka sms ,"[{'label': 'negative', 'score': 0.6281261444091797}]",negative,0.6281261444091797
6370,Baguss,5,1.1.3,baguss,"[{'label': 'positive', 'score': 0.9979814291000366}]",positive,0.9979814291000366
6371,"Kok saya lebih suka D-Bank yg pertama ya. Simpel, gk ribet😆 Klo yg D bank pro. Rada ribet...",4,1.1.3,kok saya lebih suka d bank yg pertama ya  simpel  gk ribet  klo yg d bank pro  rada ribet   ,"[{'label': 'positive', 'score': 0.8490406274795532}]",positive,0.8490406274795532
6372,Sgalany jadi lebih mudah pake DBank PRO,5,1.1.2,sgalany jadi lebih mudah pake dbank pro,"[{'label': 'positive', 'score': 0.6725820899009705}]",positive,0.6725820899009705
6373,Sdh daftar gk bisa log in,1,1.1.3,sdh daftar gk bisa log in,"[{'label': 'negative', 'score': 0.9959681034088135}]",negative,0.9959681034088135
6374,"Mantabsssss Bank Danamon pro👍👍👍,lancar slalu,CSnya cantik2😍dan ramah,dan mudah mudahan aku dapat Promotionnyaaaa😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁",5,1.1.3,mantabsssss bank danamon pro    lancar slalu csnya cantik  dan ramah dan mudah mudahan aku dapat promotionnyaaaa                   ,"[{'label': 'positive', 'score': 0.9976767897605896}]",positive,0.9976767897605896
6375,D bank tidak berfungsi,1,1.1.3,d bank tidak berfungsi,"[{'label': 'negative', 'score': 0.9981607794761658}]",negative,0.9981607794761658
6376,Terimakasih bank Danamon sudah mempermudah pembukaan rekening..,5,,terimakasih bank danamon sudah mempermudah pembukaan rekening  ,"[{'label': 'neutral', 'score': 0.9831146001815796}]",neutral,0.9831146001815796
6377,Gak bisa login,1,1.1.3,gak bisa login,"[{'label': 'neutral', 'score': 0.9986397624015808}]",neutral,0.9986397624015808
6378,Ini apk danamon pro bagaimana cara transfer kita dialihkan ke situs web danamon,5,1.1.3,ini apk danamon pro bagaimana cara transfer kita dialihkan ke situs web danamon,"[{'label': 'neutral', 'score': 0.9991401433944702}]",neutral,0.9991401433944702
6379,Gag bisa login,1,1.1.3,gag bisa login,"[{'label': 'neutral', 'score': 0.9984862804412842}]",neutral,0.9984862804412842
